,場所,スコア,口コミ
994,南公園（福岡県福岡市）,4.2,福岡の中央にありますね。市内を見ることができるので気軽に行く分には最適だと思いました。駅からも遠くないと思います。
995,南公園（福岡県福岡市）,4.0,南公園に家族で遊びにいきました。大型の公園なので一日通して遊べると思います。デートスポットとしてもおすすめです。
996,南公園（福岡県福岡市）,4.2,南公園にある展望台からは福岡市内を一望することが出来ました。とても素晴らしい観光スポットなのでオススメです。
997,南公園（福岡県福岡市）,4.3,展望エリアもあり、とても眺めの良い公園です。市内を一望できるので、天気の良い日に訪れることをおすすめします。
998,南公園（福岡県福岡市）,4.3,南公園はのどかな雰囲気で展望台からは福岡市内を見下ろすことができてとてもゆっくりとした時間を過ごせます。
999,ふくろうのいるカフェ天神,4.3,じゃらんnetで遊び体験済み店内は少しケモノ臭かったけれど、ハリネズミやふくろうと接触する前に、注意事項や、手をウェットティッシュで拭くようにお願いがあったり、きちんとしていました。ハリネズミの針は、なかなか固くびっくり。フクロウと一緒に撮影してもらって楽しかったです。
1000,ふくろうのいるカフェ天神,4.2,じゃらんnetで遊び体験済みスタッフの方が丁寧に説明をしてくださり、安心して触ることができました！1時間という短時間ではありましたが、大満足です。予約せずに行くこともできるようですが、予約しておけば確実だと思います。
1001,ふくろうのいるカフェ天神,4.1,じゃらんnetで遊び体験済み動物や鳥など大好きで、ずっとふくろうを腕に乗せたいと思っていました。今回福岡に就職した娘が、こちらのカフェを探して教えてくれ即予約しました。午前11時オープンで原則1時間の体験です。スタッフさんが注意点や触り方をきちんと説明してくれました。ふくろうはいろんな種類がいて、触れ合えた上腕にも乗せてもらって、本当に大満足でした。ぜひまた行きたいです。
1002,ふくろうのいるカフェ天神,4.2,じゃらんnetで遊び体験済み夏休みどこにも連れていけなかったので、以前から気になっていたふくろうカフェに息子たちと行きました。ふくろうとハリネズミが体験出来るということで、ハリネズミを膝に乗せたりして戯れていたら、すっかり気に入ったみたいで、『一人暮らしになったら絶対飼いたい！』と話してました。ふくろうも手乗り体験とかあって、大満足！！リピート決定です！！
1003,ふくろうのいるカフェ天神,4.2,今はコロナの関係もありましたが予約していくと確実だと思います。触れ合い方を店員さんが丁寧に教えてくださるので安心して触れ合うことができます。とっても癒されるのでぜひ訪れてみてください！
1004,ふくろうのいるカフェ天神,4.2,じゃらんnetで遊び体験済みフクロウちゃん達が可愛すぎて　帰りたく無いひと時でした。メン太郎とメン三郎が美しくて　感動しました。大きなフクロウさん達に甘噛みして貰えて感動しました。スタッフさんはとても親切でした。リリィちゃんは　撫でて良いよって言ってる感じでした。　また遊びに行きまーす
1005,ふくろうのいるカフェ天神,4.0,じゃらんnetで遊び体験済みふくろう、ハリネズミの可愛さにとても癒やされました。席に座って触れ合えるのもとても良かったです。店員の方もとても優しく、親しみやすく話もとても良かったです。どれをとっても高評価です！ぜひまた行きたいと思います！
1006,ふくろうのいるカフェ天神,4.2,じゃらんnetで遊び体験済み娘の希望で二人で行きました！ハリネズミに触りたいということで餌やりをさせてもらいました。乾燥したイモムシ？をサクサクと食べてる姿が愛らしくて癒されました！フクロウのコキンちゃんも目がぱっちりしていて可愛かったです。スタッフの方も親切に説明してくださり、また機会があれば行きたいとおもいます(^-^)
